Continent,Country,Year,Life Expectancy,Gender,BMI,Blood Pressure,Cholesterol,Lung Cancer,Liver Cancer,Stomach Cancer,Population,Population Growth
Africa,Mali,1990,45,women,20.2,125,4.36,71.3,493,309,4278783,2.222454375
Europe,Malta,1990,74.3,women,26.1,131,5.68,13.3,3.88,18.2,183756,0.780382681
Africa,Mauritania,1990,57.1,women,23.9,128,4.62,21.1,62.1,42.8,1024376,2.678411052
Africa,Mauritius,1990,65.7,women,24.3,131,4.94,20.7,10.1,33.6,529326,1.149386201
Americas,Mexico,1990,67.9,women,26.2,126,4.87,1630,1610,2250,42402745,1.970094153
Asia,Mongolia,1990,57.8,women,25,130,5.1,79.1,182,217,1105887,1.506844732
Europe,Montenegro,1990,71.3,women,25.8,133,5.28,64.2,14.8,14.7,308777,0.064123947
Africa,Morocco,1990,63.1,women,24.6,127,4.78,202,80.3,388,12431573,1.85701359
Africa,Mozambique,1990,41.3,women,21.1,130,4.46,73.1,370,278,6782356,2.830977908
Asia,Myanmar,1990,56.5,women,20.5,119,4.31,600,586,1670,21211417,1.352540474
Africa,Namibia,1990,58.5,women,23.3,133,4.73,10.2,4.11,8.79,742850,2.971124722
Asia,Nepal,1990,53.6,women,19.2,122,4.44,279,86.4,540,9509543,2.348251646
Europe,Netherlands,1990,73.8,women,24.3,128,5.64,1410,147,1300,7563336,0.64316857
Oceania,New Zealand,1990,72.4,women,25.3,125,5.86,443,28.2,210,1725635,1.423997543
Americas,Nicaragua,1990,61.3,women,25.4,124,4.71,31.8,58,82,2103182,2.310926967
Africa,Niger,1990,42.8,women,20.6,130,4.33,53.8,192,135,4101582,3.175457665
Africa,Nigeria,1990,44.7,women,22.3,132,4.3,643,2970,937,47315567,2.561860878
Europe,Norway,1990,73.6,women,24.4,132,5.7,485,43.2,373,2147362,0.52068538
Asia,Oman,1990,65.4,women,25.8,131,5.12,8.98,9.58,23.9,803462,2.457739134
Asia,Pakistan,1990,59.4,women,22.4,125,4.67,834,915,1110,51827158,2.987271654
Americas,Panama,1990,70.2,women,25.2,125,4.92,45.7,34.3,68,1221972,2.156350555
Oceania,Papua New Guinea,1990,56.2,women,22.7,114,4.54,70,44,102,2267409,2.402610204
Americas,Paraguay,1990,65.8,women,24.4,127,4.86,71.3,35.6,85,2084025,2.61623541
Americas,Peru,1990,63.2,women,25.5,124,4.9,558,441,1190,11093042,2.045994237
Asia,Philippines,1990,62.6,women,22,122,4.74,1330,267,780,30627289,2.546062761
Europe,Poland,1990,66.5,women,25.6,133,5.33,3460,887,2540,19475582,0.342562292
Europe,Portugal,1990,70.9,women,25.2,133,5.37,498,231,1490,5132345,0.206065648
Asia,Qatar,1990,74.1,women,27.3,133,5.35,2.44,2.77,3.53,157468,2.788503061
Europe,Romania,1990,66.3,women,25.3,133,5.25,1140,380,1310,11909651,-0.097643499
Africa,Rwanda,1990,32.5,women,21,131,4.39,39.4,105,127,3693696,-2.641121522
Oceania,Samoa,1990,61.8,women,29.3,123,4.66,1.33,0.93,2.43,77816,0.792896063
Africa,Sao Tome and Principe,1990,60,women,22.6,132,4.53,1.7,0.49,3.78,60327,2.262668457
Asia,Saudi Arabia,1990,67.5,women,27.3,131,5.23,128,227,107,7146665,3.290191999
Africa,Senegal,1990,55.6,women,22.3,129,4.52,56.1,195,136,378019,3.086987691
Europe,Serbia,1990,68.7,women,26.1,135,5.07,718,254,405,4819625,0.92204269
Africa,Seychelles,1990,66.5,women,25.7,131,5.3,1.58,0.4,1.89,35366,1.258270655
Africa,Sierra Leone,1990,36.9,women,22.1,132,4.42,25.9,116,79.6,2186548,0.627015734
Asia,Singapore,1990,73.9,women,23.5,127,4.95,220,71.7,151,1497134,2.892593449
Europe,Slovenia,1990,69.1,women,26.3,134,5.39,144,35.5,213,1031194,0.126649302
Oceania,Solomon Islands,1990,56.3,women,25.6,120,4.64,4.52,3.2,6.19,15163,2.891248434
Africa,Somalia,1990,43.9,women,21.4,128,4.51,38.1,105,120,3594693,0.738672259
Africa,South Africa,1990,58.5,women,27.4,132,4.75,1190,508,568,18514600,2.627299537
Europe,Spain,1990,73.7,women,25.5,128,5.39,1650,1490,3850,1999851,0.273045342
Asia,Sri Lanka,1990,66.3,women,21.8,123,4.56,183,69.5,305,8577728,1.322436431
Africa,Sudan,1990,54,women,21.4,126,4.56,304,207,448,10044406,3.685743089
Americas,Suriname,1990,64.2,women,25.5,126,4.84,10,8.35,8.47,199219,1.946099519
Europe,Sweden,1990,74.8,women,24.6,129,5.78,973,262,703,4335221,0.665018
Europe,Switzerland,1990,74.1,women,23.9,127,5.73,598,106,590,3405339,0.971474499
Asia,Tajikistan,1990,59.8,women,24.4,130,4.97,109,68.8,281,266466,2.113477892
Asia,Thailand,1990,67.2,women,22.5,119,4.83,3530,2710,1130,28539798,1.176143573
Asia,Timor-Leste,1990,46.9,women,20.3,119,4.37,10.7,5.72,17.2,365133,2.982474879
Africa,Togo,1990,54.6,women,20.9,128,4.4,34.7,102,74.6,191257,2.41632986
Oceania,Tonga,1990,68.1,women,29.9,122,4.71,3.4,3.18,3.11,4684,0.164389411
Americas,Trinidad and Tobago,1990,65.2,women,26.6,125,4.85,22.6,25.8,34.1,612551,0.640599721
Africa,Tunisia,1990,66.8,women,25.8,130,4.71,73.5,29.6,123,4090996,2.171867193
Asia,Turkey,1990,60.7,women,27,128,4.91,1580,530,2350,27291494,1.733954176
Asia,Turkmenistan,1990,59.1,women,24.3,131,5.07,58.4,42.8,153,1873505,2.801967435
Africa,Uganda,1990,42.8,women,20.9,129,4.33,99.4,267,226,8735854,3.54950987
Europe,Ukraine,1990,65.1,women,26.3,134,5.41,4840,700,8700,27530065,-0.084881747
Asia,United Arab Emirates,1990,70.6,women,27.9,129,5.47,7.65,6.36,12.5,630117,5.36440058
Europe,United Kingdom,1990,72.8,women,25.2,132,5.85,13300,721,4840,29362277,0.274648318
Americas,United States,1990,71.7,women,26.3,122,5.54,64900,3590,9920,128570956,0.933820543
Americas,Uruguay,1990,68.9,women,24.2,127,5.16,182,26.6,253,1601316,0.760999078
Asia,Uzbekistan,1990,63.4,women,24.6,125,4.93,455,226,870,10307414,2.284889304
Oceania,Vanuatu,1990,61.8,women,24.9,128,4.69,2.51,1.37,2.7,71194,2.934236031
Asia,Yemen,1990,56.3,women,24.5,125,4.68,145,93.8,289,5928214,4.567210293
Africa,Zambia,1990,42.7,women,21.8,128,4.59,38.4,113,100,4031146,2.668868853
Africa,Zimbabwe,1990,55,women,24.9,130,4.55,218,312,278,5241466,2.470396641
Asia,Afghanistan,1991,49.6,women,20.7,124,4.53,204,114,430,6477343,6.751312772
Europe,Albania,1991,69,women,25.1,131,4.97,94.8,78.2,98.3,1611474,0.509008534
